"Country or Area","Sex","Age","Occupation"
"Aruba","Female","30 - 34","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","30 - 34","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","30 - 34","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","30 - 34","Unknown"
"Aruba","Female","30 - 34","Total (ISCO 88)"
"Aruba","Female","35 - 39","Armed forces (ISCO 88 - 0)"
"Aruba","Female","35 - 39","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","35 - 39","Professionals (ISCO 88 - 2)"
"Aruba","Female","35 - 39","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","35 - 39","Clerks (ISCO 88 - 4)"
"Aruba","Female","35 - 39","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","35 - 39","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","35 - 39","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","35 - 39","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","35 - 39","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","35 - 39","Unknown"
"Aruba","Female","35 - 39","Total (ISCO 88)"
"Aruba","Female","40 - 44","Armed forces (ISCO 88 - 0)"
"Aruba","Female","40 - 44","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","40 - 44","Professionals (ISCO 88 - 2)"
"Aruba","Female","40 - 44","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","40 - 44","Clerks (ISCO 88 - 4)"
"Aruba","Female","40 - 44","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","40 - 44","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","40 - 44","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","40 - 44","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","40 - 44","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","40 - 44","Unknown"
"Aruba","Female","40 - 44","Total (ISCO 88)"
"Aruba","Female","45 - 49","Armed forces (ISCO 88 - 0)"
"Aruba","Female","45 - 49","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","45 - 49","Professionals (ISCO 88 - 2)"
"Aruba","Female","45 - 49","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","45 - 49","Clerks (ISCO 88 - 4)"
"Aruba","Female","45 - 49","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","45 - 49","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","45 - 49","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","45 - 49","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","45 - 49","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","45 - 49","Unknown"
"Aruba","Female","45 - 49","Total (ISCO 88)"
"Aruba","Female","50 - 54","Armed forces (ISCO 88 - 0)"
"Aruba","Female","50 - 54","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","50 - 54","Professionals (ISCO 88 - 2)"
"Aruba","Female","50 - 54","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","50 - 54","Clerks (ISCO 88 - 4)"
"Aruba","Female","50 - 54","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","50 - 54","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","50 - 54","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","50 - 54","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","50 - 54","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","50 - 54","Unknown"
"Aruba","Female","50 - 54","Total (ISCO 88)"
"Aruba","Female","55 - 59","Armed forces (ISCO 88 - 0)"
"Aruba","Female","55 - 59","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","55 - 59","Professionals (ISCO 88 - 2)"
"Aruba","Female","55 - 59","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","55 - 59","Clerks (ISCO 88 - 4)"
"Aruba","Female","55 - 59","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","55 - 59","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","55 - 59","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","55 - 59","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","55 - 59","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","55 - 59","Unknown"
"Aruba","Female","55 - 59","Total (ISCO 88)"
"Aruba","Female","60 - 64","Armed forces (ISCO 88 - 0)"
"Aruba","Female","60 - 64","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","60 - 64","Professionals (ISCO 88 - 2)"
"Aruba","Female","60 - 64","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","60 - 64","Clerks (ISCO 88 - 4)"
"Aruba","Female","60 - 64","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","60 - 64","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","60 - 64","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","60 - 64","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","60 - 64","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","60 - 64","Unknown"
"Aruba","Female","60 - 64","Total (ISCO 88)"
"Aruba","Female","65 +","Armed forces (ISCO 88 - 0)"
"Aruba","Female","65 +","Legislators, senior officials and managers (ISCO 88 - 1)"
"Aruba","Female","65 +","Professionals (ISCO 88 - 2)"
"Aruba","Female","65 +","Technicians and associate professionals (ISCO 88 - 3)"
"Aruba","Female","65 +","Clerks (ISCO 88 - 4)"
"Aruba","Female","65 +","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Aruba","Female","65 +","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Aruba","Female","65 +","Craft and related trades workers (ISCO 88 - 7)"
"Aruba","Female","65 +","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Aruba","Female","65 +","Elementary occupations (ISCO 88 - 9)"
"Aruba","Female","65 +","Unknown"
"Aruba","Female","65 +","Total (ISCO 88)"
"Bermuda","Both Sexes","Total","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","Total","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","Total","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","Total","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","Total","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","Total","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","Total","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","Total","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","Total","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","Total","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","Total","Unknown"
"Bermuda","Both Sexes","Total","Total (ISCO 88)"
"Bermuda","Both Sexes","Total","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","Total","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","Total","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","Total","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","Total","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","Total","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","Total","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","Total","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","Total","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","Total","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","Total","Unknown"
"Bermuda","Both Sexes","Total","Total (ISCO 08)"
"Bermuda","Both Sexes","0 - 14","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","0 - 14","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","0 - 14","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","0 - 14","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","0 - 14","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","0 - 14","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","0 - 14","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","0 - 14","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","0 - 14","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","0 - 14","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","0 - 14","Unknown"
"Bermuda","Both Sexes","0 - 14","Total (ISCO 88)"
"Bermuda","Both Sexes","0 - 14","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","0 - 14","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","0 - 14","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","0 - 14","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","0 - 14","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","0 - 14","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","0 - 14","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","0 - 14","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","0 - 14","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","0 - 14","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","0 - 14","Unknown"
"Bermuda","Both Sexes","0 - 14","Total (ISCO 08)"
"Bermuda","Both Sexes","15 - 19","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","15 - 19","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","15 - 19","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","15 - 19","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","15 - 19","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","15 - 19","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","15 - 19","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","15 - 19","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","15 - 19","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","15 - 19","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","15 - 19","Unknown"
"Bermuda","Both Sexes","15 - 19","Total (ISCO 88)"
"Bermuda","Both Sexes","15 - 19","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","15 - 19","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","15 - 19","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","15 - 19","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","15 - 19","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","15 - 19","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","15 - 19","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","15 - 19","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","15 - 19","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","15 - 19","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","15 - 19","Unknown"
"Bermuda","Both Sexes","15 - 19","Total (ISCO 08)"
"Bermuda","Both Sexes","20 - 24","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","20 - 24","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","20 - 24","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","20 - 24","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","20 - 24","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","20 - 24","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","20 - 24","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","20 - 24","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","20 - 24","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","20 - 24","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","20 - 24","Unknown"
"Bermuda","Both Sexes","20 - 24","Total (ISCO 88)"
"Bermuda","Both Sexes","20 - 24","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","20 - 24","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","20 - 24","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","20 - 24","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","20 - 24","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","20 - 24","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","20 - 24","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","20 - 24","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","20 - 24","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","20 - 24","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","20 - 24","Unknown"
"Bermuda","Both Sexes","20 - 24","Total (ISCO 08)"
"Bermuda","Both Sexes","25 - 29","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","25 - 29","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","25 - 29","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","25 - 29","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","25 - 29","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","25 - 29","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","25 - 29","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","25 - 29","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","25 - 29","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","25 - 29","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","25 - 29","Unknown"
"Bermuda","Both Sexes","25 - 29","Total (ISCO 88)"
"Bermuda","Both Sexes","25 - 29","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","25 - 29","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","25 - 29","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","25 - 29","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","25 - 29","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","25 - 29","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","25 - 29","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","25 - 29","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","25 - 29","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","25 - 29","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","25 - 29","Unknown"
"Bermuda","Both Sexes","25 - 29","Total (ISCO 08)"
"Bermuda","Both Sexes","30 - 34","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","30 - 34","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","30 - 34","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","30 - 34","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","30 - 34","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","30 - 34","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","30 - 34","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","30 - 34","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","30 - 34","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","30 - 34","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","30 - 34","Unknown"
"Bermuda","Both Sexes","30 - 34","Total (ISCO 88)"
"Bermuda","Both Sexes","30 - 34","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","30 - 34","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","30 - 34","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","30 - 34","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","30 - 34","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","30 - 34","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","30 - 34","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","30 - 34","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","30 - 34","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","30 - 34","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","30 - 34","Unknown"
"Bermuda","Both Sexes","30 - 34","Total (ISCO 08)"
"Bermuda","Both Sexes","35 - 39","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","35 - 39","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","35 - 39","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","35 - 39","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","35 - 39","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","35 - 39","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","35 - 39","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","35 - 39","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","35 - 39","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","35 - 39","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","35 - 39","Unknown"
"Bermuda","Both Sexes","35 - 39","Total (ISCO 88)"
"Bermuda","Both Sexes","35 - 39","Armed forces occupations (ISCO 08 - 0)"
"Bermuda","Both Sexes","35 - 39","Managers (ISCO 08 - 1)"
"Bermuda","Both Sexes","35 - 39","Professionals (ISCO 08 - 2)"
"Bermuda","Both Sexes","35 - 39","Technicians and associate professionals (ISCO 08 - 3)"
"Bermuda","Both Sexes","35 - 39","Clerical support workers (ISCO 08 - 4)"
"Bermuda","Both Sexes","35 - 39","Service and sales workers (ISCO 08 - 5)"
"Bermuda","Both Sexes","35 - 39","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Bermuda","Both Sexes","35 - 39","Craft and related trades workers (ISCO 08 - 7)"
"Bermuda","Both Sexes","35 - 39","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Bermuda","Both Sexes","35 - 39","Elementary occupations (ISCO 08 - 9)"
"Bermuda","Both Sexes","35 - 39","Unknown"
"Bermuda","Both Sexes","35 - 39","Total (ISCO 08)"
"Bermuda","Both Sexes","40 - 44","Armed forces (ISCO 88 - 0)"
"Bermuda","Both Sexes","40 - 44","Legislators, senior officials and managers (ISCO 88 - 1)"
"Bermuda","Both Sexes","40 - 44","Professionals (ISCO 88 - 2)"
"Bermuda","Both Sexes","40 - 44","Technicians and associate professionals (ISCO 88 - 3)"
"Bermuda","Both Sexes","40 - 44","Clerks (ISCO 88 - 4)"
"Bermuda","Both Sexes","40 - 44","Service workers and shop and market sales workers (ISCO 88 - 5)"
"Bermuda","Both Sexes","40 - 44","Skilled agricultural and fishery workers (ISCO 88 - 6)"
"Bermuda","Both Sexes","40 - 44","Craft and related trades workers (ISCO 88 - 7)"
"Bermuda","Both Sexes","40 - 44","Plant and machine operators and assemblers (ISCO 88 - 8)"
"Bermuda","Both Sexes","40 - 44","Elementary occupations (ISCO 88 - 9)"
"Bermuda","Both Sexes","40 - 44","Unknown"
